run_id,pair_id,source_task,target_task,direction,mode,transfer_mode,epoch_budget,seed,E,K,F,fixed_ratio,approx_runtime_sec,approx_runtime_min,best_test_acc,final_test_acc,config_snapshot_mtime,run_summary_mtime,has_metrics_history
hyb_vehicles2_to_vehicles1_E16_K6_F2_ep60_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,60,1,16,6,2,0.3333333333333333,60.378,1.006,0.6919999933242797,0.7380000047683716,1775888762.0756772,1775888822.4535203,True
hyb_vehicles2_to_vehicles1_E16_K6_F4_ep60_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,60,1,16,6,4,0.6666666666666666,59.034,0.984,0.7160000004768372,0.671999993801117,1775888825.2576053,1775888884.2913873,True
fix_vehicles2_to_vehicles1_E16_K6_F6_ep60_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,pure_fixed,60,1,16,6,6,1.0,58.538,0.976,0.7059999980926513,0.6499999961853027,1775888106.6974146,1775888165.2356575,True
dyn_vehicles2_to_vehicles1_E16_K8_ep60_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,target_dynamic,pure_dynamic,60,1,16,8,0,0.0,60.263,1.004,0.7379999952316284,0.677999993801117,1775887694.5668428,1775887754.8299532,True
hyb_vehicles2_to_vehicles1_E16_K8_F1_ep60_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,60,1,16,8,1,0.125,61.758,1.029,0.7159999933242798,0.6919999985694886,1775888887.1394727,1775888948.897318,True
hyb_vehicles2_to_vehicles1_E16_K8_F2_ep60_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,60,1,16,8,2,0.25,61.018,1.017,0.7080000004768372,0.6500000033378601,1775888951.7014012,1775889012.7192075,True
hyb_vehicles2_to_vehicles1_E16_K8_F4_ep60_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,60,1,16,8,4,0.5,58.85,0.981,0.758,0.625999994277954,1775889015.5112898,1775889074.361018,True
hyb_vehicles2_to_vehicles1_E16_K8_F6_ep60_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,60,1,16,8,6,0.75,60.434,1.007,0.7500000042915345,0.5879999990463257,1775889077.1891007,1775889137.6228626,True
fix_vehicles2_to_vehicles1_E16_K8_F8_ep60_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,pure_fixed,60,1,16,8,8,1.0,58.974,0.983,0.7200000047683716,0.6439999938011169,1775888168.0437634,1775888227.0179508,True
dyn_vehicles2_to_vehicles1_E32_K4_ep60_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,target_dynamic,pure_dynamic,60,1,32,4,0,0.0,75.028,1.25,0.7199999980926514,0.6780000047683716,1775887757.7500997,1775887832.77774,True
hyb_vehicles2_to_vehicles1_E32_K4_F1_ep60_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,60,1,32,4,1,0.25,73.758,1.229,0.7300000047683716,0.7040000004768372,1775889140.4029434,1775889214.1610785,True
hyb_vehicles2_to_vehicles1_E32_K4_F2_ep60_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,60,1,32,4,2,0.5,74.59,1.243,0.7360000047683716,0.6799999980926513,1775889216.9771597,1775889291.5673044,True
hyb_vehicles2_to_vehicles1_E32_K4_F3_ep60_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,60,1,32,4,3,0.75,74.71,1.245,0.7139999933242798,0.6960000047683715,1775889294.343384,1775889369.0535195,True
fix_vehicles2_to_vehicles1_E32_K4_F4_ep60_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,pure_fixed,60,1,32,4,4,1.0,72.391,1.207,0.7019999957084656,0.6459999942779541,1775888229.814053,1775888302.2046518,True
dyn_vehicles2_to_vehicles1_E32_K6_ep60_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,target_dynamic,pure_dynamic,60,1,32,6,0,0.0,75.055,1.251,0.734,0.6980000047683715,1775887835.6658757,1775887910.7212946,True
hyb_vehicles2_to_vehicles1_E32_K6_F1_ep60_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,60,1,32,6,1,0.16666666666666666,74.554,1.243,0.7359999933242798,0.6760000004768372,1775889371.8615994,1775889446.4157195,True
hyb_vehicles2_to_vehicles1_E32_K6_F2_ep60_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,60,1,32,6,2,0.3333333333333333,74.942,1.249,0.7379999957084655,0.6619999985694885,1775889449.2437997,1775889524.1859212,True
hyb_vehicles2_to_vehicles1_E32_K6_F4_ep60_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,60,1,32,6,4,0.6666666666666666,75.573,1.26,0.73,0.7019999976158142,1775889527.0620027,1775889602.63501,True
fix_vehicles2_to_vehicles1_E32_K6_F6_ep60_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,pure_fixed,60,1,32,6,6,1.0,73.327,1.222,0.7519999995231629,0.6719999985694886,1775888305.0327516,1775888378.3592997,True
dyn_vehicles2_to_vehicles1_E32_K8_ep60_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,target_dynamic,pure_dynamic,60,1,32,8,0,0.0,74.307,1.238,0.7139999957084656,0.6760000004768372,1775887913.6054223,1775887987.9126189,True
hyb_vehicles2_to_vehicles1_E32_K8_F1_ep60_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,60,1,32,8,1,0.125,75.199,1.253,0.6839999980926513,0.6559999961853027,1775889605.450796,1775889680.6495776,True
hyb_vehicles2_to_vehicles1_E32_K8_F2_ep60_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,60,1,32,8,2,0.25,74.604,1.243,0.6860000028610229,0.6700000052452088,1775889683.477399,1775889758.0811183,True
hyb_vehicles2_to_vehicles1_E32_K8_F4_ep60_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,60,1,32,8,4,0.5,73.933,1.232,0.7420000047683716,0.7000000023841858,1775889760.8689733,1775889834.8014877,True
hyb_vehicles2_to_vehicles1_E32_K8_F6_ep60_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,60,1,32,8,6,0.75,75.829,1.264,0.7180000023841858,0.6760000052452088,1775889837.6253676,1775889913.4544652,True
fix_vehicles2_to_vehicles1_E32_K8_F8_ep60_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,pure_fixed,60,1,32,8,8,1.0,73.554,1.226,0.7139999976158142,0.6600000004768372,1775888381.147395,1775888454.7018776,True
dyn_vehicles2_to_vehicles1_E8_K4_ep80_s3,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,target_dynamic,pure_dynamic,80,3,8,4,0,0.0,68.583,1.143,0.7259999957084656,0.7299999957084655,1775936584.9416819,1775936653.5246332,True
fix_vehicles2_to_vehicles1_E8_K4_F4_ep80_s3,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,pure_fixed,80,3,8,4,4,1.0,68.302,1.138,0.7120000047683716,0.6760000009536743,1775937218.750372,1775937287.0520024,True
dyn_vehicles2_to_vehicles1_E16_K4_ep80_s3,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,target_dynamic,pure_dynamic,80,3,16,4,0,0.0,78.2,1.303,0.6760000028610229,0.6700000057220459,1775936019.432364,1775936097.6320128,True
hyb_vehicles2_to_vehicles1_E16_K4_F1_ep80_s3,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,80,3,16,4,1,0.25,82.266,1.371,0.7039999980926513,0.6980000052452088,1775937289.9559128,1775937372.2217174,True
hyb_vehicles2_to_vehicles1_E16_K4_F2_ep80_s3,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,80,3,16,4,2,0.5,81.722,1.362,0.7119999976158142,0.7180000004768372,1775937375.2696478,1775937456.9920747,True
hyb_vehicles2_to_vehicles1_E16_K4_F3_ep80_s3,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,80,3,16,4,3,0.75,79.363,1.323,0.7160000004768372,0.7499999952316284,1775937459.9560273,1775937539.3189912,True
fix_vehicles2_to_vehicles1_E16_K4_F4_ep80_s3,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,pure_fixed,80,3,16,4,4,1.0,80.455,1.341,0.7419999928474427,0.7240000047683716,1775936656.548763,1775936737.0041945,True
dyn_vehicles2_to_vehicles1_E16_K6_ep80_s3,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,target_dynamic,pure_dynamic,80,3,16,6,0,0.0,80.972,1.35,0.7360000023841858,0.7000000028610229,1775936100.548148,1775936181.5198605,True
fix_vehicles2_to_vehicles1_E16_K6_F6_ep80_s3,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,pure_fixed,80,3,16,6,6,1.0,78.946,1.316,0.6980000047683715,0.73,1775936739.947804,1775936818.8942587,True
dyn_vehicles2_to_vehicles1_E16_K8_ep80_s3,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,target_dynamic,pure_dynamic,80,3,16,8,0,0.0,81.072,1.351,0.7059999980926513,0.7219999980926514,1775936184.5319974,1775936265.6036577,True
fix_vehicles2_to_vehicles1_E16_K8_F8_ep80_s3,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,pure_fixed,80,3,16,8,8,1.0,80.1,1.335,0.7419999952316284,0.7420000019073486,1775936821.8499343,1775936901.9499526,True
dyn_vehicles2_to_vehicles1_E32_K4_ep80_s3,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,target_dynamic,pure_dynamic,80,3,32,4,0,0.0,99.704,1.662,0.732,0.6980000047683715,1775936268.4517856,1775936368.1562219,True
fix_vehicles2_to_vehicles1_E32_K4_F4_ep80_s3,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,pure_fixed,80,3,32,4,4,1.0,101.16,1.686,0.7300000042915344,0.6780000028610229,1775936904.8736892,1775937006.0336576,True
dyn_vehicles2_to_vehicles1_E32_K6_ep80_s3,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,target_dynamic,pure_dynamic,80,3,32,6,0,0.0,104.621,1.744,0.7160000004768372,0.6619999980926514,1775936371.0243485,1775936475.6449401,True
fix_vehicles2_to_vehicles1_E32_K6_F6_ep80_s3,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,pure_fixed,80,3,32,6,6,1.0,102.074,1.701,0.7380000019073486,0.6959999957084656,1775937009.065447,1775937111.139255,True
dyn_vehicles2_to_vehicles1_E32_K8_ep80_s3,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,target_dynamic,pure_dynamic,80,3,32,8,0,0.0,103.472,1.725,0.6880000052452088,0.6520000057220459,1775936478.5690677,1775936582.0415566,True
fix_vehicles2_to_vehicles1_E32_K8_F8_ep80_s3,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,pure_fixed,80,3,32,8,8,1.0,101.699,1.695,0.7500000042915345,0.7039999976158142,1775937114.0711012,1775937215.7704873,True
dyn_vehicles2_to_vehicles1_E8_K4_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,target_dynamic,pure_dynamic,100,1,8,4,0,0.0,85.087,1.418,0.724,0.7239999957084656,1775901962.5323346,1775902047.6190712,True
hyb_vehicles2_to_vehicles1_E8_K4_F1_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,100,1,8,4,1,0.25,87.257,1.454,0.738,0.72,1775905144.046466,1775905231.3030415,True
hyb_vehicles2_to_vehicles1_E8_K4_F2_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,100,1,8,4,2,0.5,87.252,1.454,0.7379999952316284,0.7299999933242798,1775905234.1496272,1775905321.4013608,True
hyb_vehicles2_to_vehicles1_E8_K4_F3_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,100,1,8,4,3,0.75,86.24,1.437,0.7199999957084656,0.7339999980926514,1775905324.3613746,1775905410.6018298,True
fix_vehicles2_to_vehicles1_E8_K4_F4_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,pure_fixed,100,1,8,4,4,1.0,85.024,1.417,0.7399999933242798,0.7399999933242798,1775902732.0247962,1775902817.0483031,True
dyn_vehicles2_to_vehicles1_E16_K4_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,target_dynamic,pure_dynamic,100,1,16,4,0,0.0,98.97,1.65,0.7060000004768372,0.7599999952316284,1775901273.583936,1775901372.5543833,True
hyb_vehicles2_to_vehicles1_E16_K4_F1_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,100,1,16,4,1,0.25,100.932,1.682,0.7460000047683716,0.7219999957084656,1775902819.94442,1775902920.8763967,True
hyb_vehicles2_to_vehicles1_E16_K4_F2_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,100,1,16,4,2,0.5,98.916,1.649,0.7219999952316284,0.7280000023841858,1775902923.7565076,1775903022.672243,True
hyb_vehicles2_to_vehicles1_E16_K4_F3_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,100,1,16,4,3,0.75,99.512,1.659,0.7440000023841858,0.677999993801117,1775903025.6363528,1775903125.1479783,True
fix_vehicles2_to_vehicles1_E16_K4_F4_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,pure_fixed,100,1,16,4,4,1.0,97.035,1.617,0.7359999952316284,0.6959999957084656,1775902050.611296,1775902147.6461852,True
dyn_vehicles2_to_vehicles1_E16_K6_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,target_dynamic,pure_dynamic,100,1,16,6,0,0.0,99.77,1.663,0.7599999976158142,0.7260000042915344,1775901375.4584546,1775901475.2288892,True
hyb_vehicles2_to_vehicles1_E16_K6_F1_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,100,1,16,6,1,0.16666666666666666,99.076,1.651,0.7159999957084656,0.7059999957084656,1775903128.096084,1775903227.1715856,True
hyb_vehicles2_to_vehicles1_E16_K6_F2_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,100,1,16,6,2,0.3333333333333333,99.935,1.666,0.7339999976158142,0.6820000004768372,1775903230.1356888,1775903330.0711315,True
hyb_vehicles2_to_vehicles1_E16_K6_F4_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,100,1,16,6,4,0.6666666666666666,101.235,1.687,0.7259999976158142,0.6780000028610229,1775903333.0032313,1775903434.238644,True
fix_vehicles2_to_vehicles1_E16_K6_F6_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,pure_fixed,100,1,16,6,6,1.0,97.922,1.632,0.756,0.6779999980926513,1775902150.5983834,1775902248.5206273,True
dyn_vehicles2_to_vehicles1_E16_K8_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,target_dynamic,pure_dynamic,100,1,16,8,0,0.0,99.19,1.653,0.7459999976158143,0.728,1775901478.1289594,1775901577.319353,True
hyb_vehicles2_to_vehicles1_E16_K8_F1_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,100,1,16,8,1,0.125,101.571,1.693,0.7339999957084655,0.7140000047683716,1775903437.182742,1775903538.7541041,True
hyb_vehicles2_to_vehicles1_E16_K8_F2_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,100,1,16,8,2,0.25,100.267,1.671,0.7299999933242798,0.7160000023841858,1775903541.6181982,1775903641.8854675,True
hyb_vehicles2_to_vehicles1_E16_K8_F4_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,100,1,16,8,4,0.5,100.055,1.668,0.7359999952316284,0.6940000004768372,1775903644.8175626,1775903744.872785,True
hyb_vehicles2_to_vehicles1_E16_K8_F6_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,100,1,16,8,6,0.75,99.483,1.658,0.7520000047683716,0.7340000047683716,1775903747.7688777,1775903847.2520494,True
fix_vehicles2_to_vehicles1_E16_K8_F8_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,pure_fixed,100,1,16,8,8,1.0,98.718,1.645,0.7320000047683716,0.659999993801117,1775902251.3928013,1775902350.110505,True
dyn_vehicles2_to_vehicles1_E32_K4_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,target_dynamic,pure_dynamic,100,1,32,4,0,0.0,123.124,2.052,0.7159999976158142,0.7140000047683716,1775901580.2994246,1775901703.4231339,True
hyb_vehicles2_to_vehicles1_E32_K4_F1_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,100,1,32,4,1,0.25,125.589,2.093,0.7260000047683716,0.7459999952316284,1775903850.196143,1775903975.7847085,True
hyb_vehicles2_to_vehicles1_E32_K4_F2_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,100,1,32,4,2,0.5,126.383,2.106,0.7239999976158142,0.7600000019073486,1775903978.7444615,1775904105.1273212,True
hyb_vehicles2_to_vehicles1_E32_K4_F3_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,100,1,32,4,3,0.75,125.457,2.091,0.7479999933242798,0.7160000004768372,1775904108.0791378,1775904233.5364084,True
fix_vehicles2_to_vehicles1_E32_K4_F4_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,pure_fixed,100,1,32,4,4,1.0,123.31,2.055,0.7339999976158142,0.7260000047683716,1775902352.9706628,1775902476.2811165,True
dyn_vehicles2_to_vehicles1_E32_K6_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,target_dynamic,pure_dynamic,100,1,32,6,0,0.0,123.747,2.062,0.7200000004768372,0.7199999980926514,1775901706.2657795,1775901830.0131311,True
hyb_vehicles2_to_vehicles1_E32_K6_F1_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,100,1,32,6,1,0.16666666666666666,125.743,2.096,0.75,0.6739999980926513,1775904236.4962728,1775904362.2393498,True
hyb_vehicles2_to_vehicles1_E32_K6_F2_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,100,1,32,6,2,0.3333333333333333,127.192,2.12,0.7240000023841858,0.7300000023841858,1775904365.1792529,1775904492.3717144,True
hyb_vehicles2_to_vehicles1_E32_K6_F4_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,100,1,32,6,4,0.6666666666666666,128.938,2.149,0.746,0.7519999952316284,1775904495.2596478,1775904624.1972075,True
fix_vehicles2_to_vehicles1_E32_K6_F6_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,pure_fixed,100,1,32,6,6,1.0,123.498,2.058,0.7160000023841858,0.7440000042915345,1775902479.1892612,1775902602.6871321,True
dyn_vehicles2_to_vehicles1_E32_K8_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,target_dynamic,pure_dynamic,100,1,32,8,0,0.0,126.739,2.112,0.7279999952316284,0.7339999976158142,1775901832.8931992,1775901959.6320925,True
hyb_vehicles2_to_vehicles1_E32_K8_F1_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,100,1,32,8,1,0.125,126.058,2.101,0.7320000047683716,0.7619999980926514,1775904627.133163,1775904753.191642,True
hyb_vehicles2_to_vehicles1_E32_K8_F2_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,100,1,32,8,2,0.25,127.875,2.131,0.7500000019073486,0.7280000047683716,1775904756.123615,1775904883.9987495,True
hyb_vehicles2_to_vehicles1_E32_K8_F4_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,100,1,32,8,4,0.5,125.736,2.096,0.7279999933242798,0.734,1775904886.8907363,1775905012.6264012,True
hyb_vehicles2_to_vehicles1_E32_K8_F6_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,100,1,32,8,6,0.75,125.72,2.095,0.7360000023841858,0.6899999980926513,1775905015.5103986,1775905141.230461,True
fix_vehicles2_to_vehicles1_E32_K8_F8_ep100_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,pure_fixed,100,1,32,8,8,1.0,123.521,2.059,0.72,0.7299999976158142,1775902605.627266,1775902729.1486747,True
