run_id,pair_id,source_task,target_task,epoch,seed,mode,E,K,F,best_val_epoch,best_test_acc_at_best_val_epoch,true_max_test_acc,epoch_of_true_max_test_acc,final_test_acc
fix_vehicles1_to_vehicles2_E32_K8_F8_ep50_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,50,1,hybrid_transfer,32,8,8,38,0.8199999976158142,0.8439999990463257,48,0.8120000042915344
dyn_vehicles1_to_vehicles2_E8_K4_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,target_dynamic,8,4,0,58,0.8339999923706055,0.8480000014305115,47,0.7740000019073486
hyb_vehicles1_to_vehicles2_E8_K4_F1_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,hybrid_transfer,8,4,1,47,0.8359999923706055,0.8400000014305115,54,0.7419999952316284
hyb_vehicles1_to_vehicles2_E8_K4_F2_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,hybrid_transfer,8,4,2,58,0.8079999947547912,0.8519999990463257,54,0.7840000042915344
hyb_vehicles1_to_vehicles2_E8_K4_F3_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,hybrid_transfer,8,4,3,56,0.8040000019073487,0.8399999947547913,58,0.7399999933242798
fix_vehicles1_to_vehicles2_E8_K4_F4_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,hybrid_transfer,8,4,4,44,0.8519999923706054,0.8519999923706054,44,0.7319999933242798
dyn_vehicles1_to_vehicles2_E16_K4_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,target_dynamic,16,4,0,56,0.7999999971389771,0.8500000038146973,57,0.8140000019073487
hyb_vehicles1_to_vehicles2_E16_K4_F1_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,hybrid_transfer,16,4,1,52,0.8239999923706055,0.8500000014305115,46,0.8280000014305114
hyb_vehicles1_to_vehicles2_E16_K4_F2_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,hybrid_transfer,16,4,2,46,0.8259999966621399,0.8339999947547913,58,0.7760000042915344
hyb_vehicles1_to_vehicles2_E16_K4_F3_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,hybrid_transfer,16,4,3,52,0.8380000038146973,0.8380000038146973,52,0.7859999928474426
fix_vehicles1_to_vehicles2_E16_K4_F4_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,hybrid_transfer,16,4,4,52,0.7859999976158142,0.8580000057220459,57,0.7980000019073487
dyn_vehicles1_to_vehicles2_E16_K6_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,target_dynamic,16,6,0,52,0.8239999971389771,0.8479999990463257,46,0.8159999995231628
hyb_vehicles1_to_vehicles2_E16_K6_F1_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,hybrid_transfer,16,6,1,46,0.8220000038146973,0.8340000014305115,57,0.7859999952316284
hyb_vehicles1_to_vehicles2_E16_K6_F2_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,hybrid_transfer,16,6,2,46,0.8339999942779541,0.8459999923706054,57,0.8059999928474426
hyb_vehicles1_to_vehicles2_E16_K6_F4_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,hybrid_transfer,16,6,4,60,0.8219999923706055,0.8420000038146973,58,0.8219999923706055
fix_vehicles1_to_vehicles2_E16_K6_F6_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,hybrid_transfer,16,6,6,49,0.8179999971389771,0.8419999942779541,57,0.8239999947547912
dyn_vehicles1_to_vehicles2_E16_K8_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,target_dynamic,16,8,0,57,0.8439999942779541,0.8439999942779541,57,0.8259999923706055
hyb_vehicles1_to_vehicles2_E16_K8_F1_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,hybrid_transfer,16,8,1,56,0.8240000014305114,0.8439999923706055,49,0.8199999923706055
hyb_vehicles1_to_vehicles2_E16_K8_F2_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,hybrid_transfer,16,8,2,49,0.8219999947547912,0.8460000038146973,58,0.8020000042915344
hyb_vehicles1_to_vehicles2_E16_K8_F4_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,hybrid_transfer,16,8,4,56,0.8159999966621398,0.8440000014305115,58,0.7559999957084655
hyb_vehicles1_to_vehicles2_E16_K8_F6_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,hybrid_transfer,16,8,6,56,0.8180000014305114,0.8480000038146973,35,0.7980000042915344
fix_vehicles1_to_vehicles2_E16_K8_F8_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,hybrid_transfer,16,8,8,52,0.8100000019073487,0.8399999995231628,44,0.8179999947547912
dyn_vehicles1_to_vehicles2_E32_K4_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,target_dynamic,32,4,0,27,0.8059999995231628,0.8300000038146973,34,0.8199999947547912
hyb_vehicles1_to_vehicles2_E32_K4_F1_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,hybrid_transfer,32,4,1,38,0.8199999995231628,0.8340000014305115,57,0.8079999923706055
hyb_vehicles1_to_vehicles2_E32_K4_F2_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,hybrid_transfer,32,4,2,49,0.8320000019073487,0.8480000038146973,59,0.7979999976158142
hyb_vehicles1_to_vehicles2_E32_K4_F3_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,hybrid_transfer,32,4,3,27,0.8099999928474426,0.8300000019073487,38,0.7520000023841857
fix_vehicles1_to_vehicles2_E32_K4_F4_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,hybrid_transfer,32,4,4,36,0.7980000019073487,0.8559999966621399,59,0.7920000019073486
dyn_vehicles1_to_vehicles2_E32_K6_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,target_dynamic,32,6,0,37,0.8359999971389771,0.8520000038146973,59,0.8219999971389771
hyb_vehicles1_to_vehicles2_E32_K6_F1_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,hybrid_transfer,32,6,1,44,0.7919999995231628,0.8239999923706055,59,0.8000000042915344
hyb_vehicles1_to_vehicles2_E32_K6_F2_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,hybrid_transfer,32,6,2,44,0.7860000042915344,0.8400000014305115,48,0.778
hyb_vehicles1_to_vehicles2_E32_K6_F4_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,hybrid_transfer,32,6,4,38,0.8399999923706055,0.8399999990463257,55,0.7739999976158142
fix_vehicles1_to_vehicles2_E32_K6_F6_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,hybrid_transfer,32,6,6,50,0.8339999923706055,0.8339999923706055,50,0.8060000042915344
dyn_vehicles1_to_vehicles2_E32_K8_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,target_dynamic,32,8,0,49,0.8399999966621399,0.8399999966621399,49,0.8060000042915344
hyb_vehicles1_to_vehicles2_E32_K8_F1_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,hybrid_transfer,32,8,1,44,0.7999999995231628,0.8460000057220459,59,0.8080000019073487
hyb_vehicles1_to_vehicles2_E32_K8_F2_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,hybrid_transfer,32,8,2,59,0.8319999995231628,0.8379999966621399,54,0.7780000023841858
hyb_vehicles1_to_vehicles2_E32_K8_F4_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,hybrid_transfer,32,8,4,48,0.8280000014305114,0.8499999990463257,59,0.8139999947547912
hyb_vehicles1_to_vehicles2_E32_K8_F6_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,hybrid_transfer,32,8,6,50,0.8059999971389771,0.8600000038146972,59,0.7619999976158142
fix_vehicles1_to_vehicles2_E32_K8_F8_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,60,1,hybrid_transfer,32,8,8,48,0.8379999990463257,0.8379999990463257,48,0.8139999995231628
dyn_vehicles1_to_vehicles2_E8_K4_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,target_dynamic,8,4,0,80,0.8379999947547913,0.8480000014305115,78,0.8379999947547913
hyb_vehicles1_to_vehicles2_E8_K4_F1_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,hybrid_transfer,8,4,1,66,0.8399999942779541,0.8640000014305115,67,0.8080000019073487
hyb_vehicles1_to_vehicles2_E8_K4_F2_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,hybrid_transfer,8,4,2,66,0.8500000014305115,0.8500000014305115,66,0.8199999971389771
hyb_vehicles1_to_vehicles2_E8_K4_F3_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,hybrid_transfer,8,4,3,78,0.8460000014305115,0.8560000014305115,80,0.8560000014305115
fix_vehicles1_to_vehicles2_E8_K4_F4_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,hybrid_transfer,8,4,4,77,0.8120000019073487,0.8560000038146973,44,0.8020000042915344
dyn_vehicles1_to_vehicles2_E16_K4_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,target_dynamic,16,4,0,49,0.8139999923706055,0.8479999990463257,57,0.8280000038146973
hyb_vehicles1_to_vehicles2_E16_K4_F1_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,hybrid_transfer,16,4,1,77,0.8459999990463257,0.8459999990463257,77,0.7580000047683716
hyb_vehicles1_to_vehicles2_E16_K4_F2_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,hybrid_transfer,16,4,2,56,0.8099999995231628,0.8520000057220459,73,0.8079999928474426
hyb_vehicles1_to_vehicles2_E16_K4_F3_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,hybrid_transfer,16,4,3,56,0.8079999947547912,0.8600000033378601,61,0.758
fix_vehicles1_to_vehicles2_E16_K4_F4_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,hybrid_transfer,16,4,4,70,0.8319999947547912,0.8679999942779542,63,0.8560000038146973
dyn_vehicles1_to_vehicles2_E16_K6_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,target_dynamic,16,6,0,52,0.8340000014305115,0.8499999966621399,63,0.8219999923706055
hyb_vehicles1_to_vehicles2_E16_K6_F1_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,hybrid_transfer,16,6,1,64,0.8260000014305114,0.8480000014305115,57,0.8180000019073487
hyb_vehicles1_to_vehicles2_E16_K6_F2_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,hybrid_transfer,16,6,2,49,0.8059999947547912,0.8420000038146973,64,0.8119999947547912
hyb_vehicles1_to_vehicles2_E16_K6_F4_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,hybrid_transfer,16,6,4,34,0.7960000042915344,0.8459999966621399,70,0.8339999923706055
fix_vehicles1_to_vehicles2_E16_K6_F6_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,hybrid_transfer,16,6,6,46,0.8259999966621399,0.8379999990463257,63,0.8379999942779541
dyn_vehicles1_to_vehicles2_E16_K8_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,target_dynamic,16,8,0,52,0.8219999971389771,0.8599999966621399,73,0.8199999971389771
hyb_vehicles1_to_vehicles2_E16_K8_F1_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,hybrid_transfer,16,8,1,61,0.8480000057220459,0.8480000057220459,61,0.7959999947547912
hyb_vehicles1_to_vehicles2_E16_K8_F2_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,hybrid_transfer,16,8,2,61,0.8439999990463257,0.8560000014305115,72,0.7699999952316284
hyb_vehicles1_to_vehicles2_E16_K8_F4_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,hybrid_transfer,16,8,4,46,0.8419999990463257,0.8439999990463257,73,0.8279999947547912
hyb_vehicles1_to_vehicles2_E16_K8_F6_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,hybrid_transfer,16,8,6,69,0.8239999971389771,0.843999997138977,44,0.7939999971389771
fix_vehicles1_to_vehicles2_E16_K8_F8_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,hybrid_transfer,16,8,8,46,0.7939999928474426,0.8639999942779542,73,0.8239999947547912
dyn_vehicles1_to_vehicles2_E32_K4_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,target_dynamic,32,4,0,75,0.8279999923706055,0.8480000014305115,48,0.7939999971389771
hyb_vehicles1_to_vehicles2_E32_K4_F1_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,hybrid_transfer,32,4,1,50,0.8019999995231628,0.843999997138977,63,0.7520000047683716
hyb_vehicles1_to_vehicles2_E32_K4_F2_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,hybrid_transfer,32,4,2,75,0.8499999990463257,0.8499999990463257,75,0.7159999933242798
hyb_vehicles1_to_vehicles2_E32_K4_F3_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,hybrid_transfer,32,4,3,71,0.8299999995231628,0.8499999923706054,79,0.8119999995231628
fix_vehicles1_to_vehicles2_E32_K4_F4_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,hybrid_transfer,32,4,4,59,0.8559999923706054,0.8559999923706054,59,0.7799999928474426
dyn_vehicles1_to_vehicles2_E32_K6_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,target_dynamic,32,6,0,78,0.841999997138977,0.8439999990463257,70,0.8220000042915344
hyb_vehicles1_to_vehicles2_E32_K6_F1_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,hybrid_transfer,32,6,1,50,0.7979999947547912,0.8480000014305115,70,0.7540000047683716
hyb_vehicles1_to_vehicles2_E32_K6_F2_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,hybrid_transfer,32,6,2,71,0.8540000014305115,0.8540000014305115,71,0.756
hyb_vehicles1_to_vehicles2_E32_K6_F4_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,hybrid_transfer,32,6,4,59,0.8399999947547913,0.8499999995231629,70,0.76
fix_vehicles1_to_vehicles2_E32_K6_F6_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,hybrid_transfer,32,6,6,77,0.8559999923706054,0.8559999923706054,77,0.7959999928474426
dyn_vehicles1_to_vehicles2_E32_K8_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,target_dynamic,32,8,0,59,0.8480000014305115,0.8480000014305115,59,0.8179999947547912
hyb_vehicles1_to_vehicles2_E32_K8_F1_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,hybrid_transfer,32,8,1,77,0.8080000014305114,0.8520000014305115,70,0.8099999947547912
hyb_vehicles1_to_vehicles2_E32_K8_F2_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,hybrid_transfer,32,8,2,44,0.7939999971389771,0.8599999990463257,70,0.7499999933242798
hyb_vehicles1_to_vehicles2_E32_K8_F4_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,hybrid_transfer,32,8,4,63,0.8279999995231628,0.8520000014305115,73,0.8240000042915344
hyb_vehicles1_to_vehicles2_E32_K8_F6_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,hybrid_transfer,32,8,6,38,0.8460000038146973,0.8519999923706054,79,0.8159999947547912
fix_vehicles1_to_vehicles2_E32_K8_F8_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,80,1,hybrid_transfer,32,8,8,59,0.8259999923706055,0.8579999942779541,48,0.7939999952316285
dyn_vehicles1_to_vehicles2_E8_K4_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,target_dynamic,8,4,0,65,0.8000000042915344,0.8559999923706054,94,0.8199999971389771
hyb_vehicles1_to_vehicles2_E8_K4_F1_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,hybrid_transfer,8,4,1,89,0.8260000019073487,0.8500000014305115,49,0.8060000019073487
hyb_vehicles1_to_vehicles2_E8_K4_F2_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,hybrid_transfer,8,4,2,77,0.8279999923706055,0.8639999990463256,92,0.8179999923706055
hyb_vehicles1_to_vehicles2_E8_K4_F3_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,hybrid_transfer,8,4,3,44,0.8560000038146973,0.8660000057220459,79,0.7859999976158142
fix_vehicles1_to_vehicles2_E8_K4_F4_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,hybrid_transfer,8,4,4,97,0.8359999923706055,0.8659999942779542,100,0.8659999942779542
dyn_vehicles1_to_vehicles2_E16_K4_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,target_dynamic,16,4,0,34,0.8220000042915344,0.8640000057220459,73,0.8379999923706055
hyb_vehicles1_to_vehicles2_E16_K4_F1_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,hybrid_transfer,16,4,1,60,0.8419999923706055,0.8679999942779542,89,0.77
hyb_vehicles1_to_vehicles2_E16_K4_F2_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,hybrid_transfer,16,4,2,91,0.8099999995231628,0.8679999966621399,88,0.8300000014305114
hyb_vehicles1_to_vehicles2_E16_K4_F3_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,hybrid_transfer,16,4,3,56,0.8339999990463257,0.8660000038146972,63,0.8020000038146973
fix_vehicles1_to_vehicles2_E16_K4_F4_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,hybrid_transfer,16,4,4,56,0.8039999947547912,0.8540000014305115,57,0.8019999995231628
dyn_vehicles1_to_vehicles2_E16_K6_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,target_dynamic,16,6,0,93,0.8420000038146973,0.8520000057220459,88,0.7960000019073487
hyb_vehicles1_to_vehicles2_E16_K6_F1_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,hybrid_transfer,16,6,1,83,0.8379999923706055,0.8580000009536743,93,0.8379999923706055
hyb_vehicles1_to_vehicles2_E16_K6_F2_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,hybrid_transfer,16,6,2,46,0.8199999995231628,0.8680000057220459,89,0.8679999990463256
hyb_vehicles1_to_vehicles2_E16_K6_F4_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,hybrid_transfer,16,6,4,93,0.8559999990463257,0.8580000057220459,90,0.8420000038146973
fix_vehicles1_to_vehicles2_E16_K6_F6_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,hybrid_transfer,16,6,6,86,0.8140000019073487,0.8560000014305115,64,0.7939999995231628
dyn_vehicles1_to_vehicles2_E16_K8_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,target_dynamic,16,8,0,93,0.8380000038146973,0.8679999942779542,90,0.8179999923706055
hyb_vehicles1_to_vehicles2_E16_K8_F1_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,hybrid_transfer,16,8,1,61,0.8359999990463257,0.8619999942779542,63,0.8019999995231628
hyb_vehicles1_to_vehicles2_E16_K8_F2_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,hybrid_transfer,16,8,2,86,0.8520000038146973,0.869999994277954,90,0.7700000042915345
hyb_vehicles1_to_vehicles2_E16_K8_F4_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,hybrid_transfer,16,8,4,83,0.8559999966621399,0.8619999966621399,88,0.8360000038146973
hyb_vehicles1_to_vehicles2_E16_K8_F6_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,hybrid_transfer,16,8,6,52,0.8239999947547912,0.8680000009536744,73,0.7879999995231628
fix_vehicles1_to_vehicles2_E16_K8_F8_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,hybrid_transfer,16,8,8,64,0.8599999966621399,0.8660000038146972,63,0.7720000019073486
dyn_vehicles1_to_vehicles2_E32_K4_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,target_dynamic,32,4,0,71,0.847999997138977,0.847999997138977,71,0.8379999995231628
hyb_vehicles1_to_vehicles2_E32_K4_F1_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,hybrid_transfer,32,4,1,27,0.8140000019073487,0.8400000038146973,59,0.8360000019073486
hyb_vehicles1_to_vehicles2_E32_K4_F2_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,hybrid_transfer,32,4,2,50,0.8260000019073487,0.8600000038146972,59,0.8419999947547913
hyb_vehicles1_to_vehicles2_E32_K4_F3_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,hybrid_transfer,32,4,3,59,0.8199999995231628,0.8539999947547913,90,0.8299999923706055
fix_vehicles1_to_vehicles2_E32_K4_F4_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,hybrid_transfer,32,4,4,95,0.8279999923706055,0.8619999966621399,97,0.8460000038146973
dyn_vehicles1_to_vehicles2_E32_K6_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,target_dynamic,32,6,0,60,0.8179999971389771,0.8399999990463257,88,0.7959999995231628
hyb_vehicles1_to_vehicles2_E32_K6_F1_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,hybrid_transfer,32,6,1,95,0.8119999923706055,0.8500000057220459,98,0.8219999995231628
hyb_vehicles1_to_vehicles2_E32_K6_F2_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,hybrid_transfer,32,6,2,59,0.8540000014305115,0.8540000014305115,59,0.8379999923706055
hyb_vehicles1_to_vehicles2_E32_K6_F4_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,hybrid_transfer,32,6,4,91,0.8180000042915344,0.8579999923706054,59,0.8480000038146973
fix_vehicles1_to_vehicles2_E32_K6_F6_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,hybrid_transfer,32,6,6,100,0.8360000019073486,0.8499999923706054,73,0.8360000019073486
dyn_vehicles1_to_vehicles2_E32_K8_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,target_dynamic,32,8,0,74,0.8139999947547912,0.8459999990463257,92,0.8219999947547912
hyb_vehicles1_to_vehicles2_E32_K8_F1_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,hybrid_transfer,32,8,1,100,0.8219999971389771,0.8480000014305115,88,0.8219999971389771
hyb_vehicles1_to_vehicles2_E32_K8_F2_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,hybrid_transfer,32,8,2,86,0.8599999966621399,0.8619999990463257,92,0.8579999966621399
hyb_vehicles1_to_vehicles2_E32_K8_F4_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,hybrid_transfer,32,8,4,71,0.8559999990463257,0.8559999990463257,71,0.8359999947547913
hyb_vehicles1_to_vehicles2_E32_K8_F6_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,hybrid_transfer,32,8,6,72,0.8219999971389771,0.8800000014305115,70,0.8240000019073487
fix_vehicles1_to_vehicles2_E32_K8_F8_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,100,1,hybrid_transfer,32,8,8,91,0.8260000042915344,0.8520000038146973,71,0.8179999923706055
